,0
7928,Wonder Man (DC Comics)
7929,Smart bomb
7930,Olivier Faugeras
7931,AI Memo
7932,VaMP
7933,CPT (file format)
7934,Tire-pressure monitoring system
7935,Shannon Vallor
7936,Flight simulator
7937,Brain implant
7938,Spectral shape analysis
7939,Anicia Peters
7940,Transduction (machine learning)
7941,Anti-computer tactics
7942,Hans-Peter Kriegel
7943,Original Prusa MINI
7944,Chipless RFID
7945,Teuvo Kohonen
7946,Dr. Sbaitso
7947,Statmetrics
7948,Human vaginal size
7949,Sparse voxel octree
7950,Colorfulness
7951,Joseph Nechvatal
7952,Teknomo–Fernandez algorithm
7953,Variation of information
7954,Sarah Ann Douglas
7955,Robo Machine
7956,Google Contact Lens
7957,Multilateration
7958,Perceptual Evaluation of Speech Quality
7959,Attention (machine learning)
7960,Daniel S. Weld
7961,Xena (software)
7962,Kanade–Lucas–Tomasi feature tracker
7963,Grouping
7964,Machine Intelligence Research Institute
7965,Alphonse Bertillon
7966,Interactions Corporation
7967,Bluesmart
7968,Knowledge space
7969,SolveIT Software
7970,"Deep Blue versus Kasparov, 1996, Game 1"
7971,Neuroevolution of augmenting topologies
7972,Fluorescence image-guided surgery
7973,The Mitchells vs. the Machines
7974,Active ester
7975,Legendre wavelet
7976,Abell 1795
7977,Geometric progression
7978,IBM Virtual Universe Community
7979,Evolutionary acquisition of neural topologies
7980,H1ghlander
7981,Soar (cognitive architecture)
7982,Tai Sui
7983,Bracket matching
7984,Skeletal animation
7985,Isotropic position
7986,Linguamatics
7987,Squad Mission Support System
7988,CrossPad
7989,Thermoacoustic imaging
7990,Corpus language
7991,RenderWare
7992,Structure mapping engine
7993,Olog
7994,Disulfide
7995,Memex
7996,"Yoshimi Battles the Pink Robots, Pt. 1"
7997,Web Accessibility Directive
7998,Electroadhesion
7999,Astro Boy (1980 TV series)
8000,Preference learning
8001,Sitter (BEAM)
8002,ASR-complete
8003,Typeahead
8004,Group Portrait (Jordaens)
8005,ILOG
8006,Honeywell T87
8007,Track-via-missile
8008,Chinese Library Classification
8009,Humanistic intelligence
8010,Vectograph
8011,Sony Rolly
8012,Fake nude photography
8013,Domain generation algorithm
8014,Regular constraint
8015,Microchip implant (animal)
8016,ZeniMax v. Oculus
8017,WebM
8018,Vector quantization
8019,Playmation
8020,Aurora Excalibur
8021,Speaker diarisation
8022,Voice analysis
8023,Ergonomic glove
8024,CEGUI
8025,WASP-37
8026,0x88
8027,Abell 2061
8028,KGS Go Server
8029,Shogun (toolbox)
8030,Cauchy sequence
8031,Artificial psychology
8032,Origin (Brown novel)
8033,Intel 82288
8034,BrownBoost
8035,Blocks to Robots
8036,Invoxia Triby
8037,Web Ontology Language
8038,Kurt Keutzer
8039,GenICam
8040,R (programming language)
8041,Action language
8042,Armatix iP1
8043,Horn-satisfiability
8044,Portable Format for Analytics
8045,Keystroke dynamics
8046,Snake Eater (identification system)
8047,Sulfonate
8048,Parallax barrier
8049,Robopocalypse
8050,Iron Man VR
8051,SmallWorlds
8052,Multidimensional analysis
8053,Automated Similarity Judgment Program
8054,Locotrol
8055,Abell 2152
8056,Image histogram
8057,Kodacolor Technology
8058,The Chartered Institute of Ergonomics and Human Factors
8059,Words with Friends
8060,Elastography
8061,Ericom Software
8062,Leonardo's robot
8063,Anti-Monitor
8064,Culdcept Second
8065,Speedpass
8066,Persona (user experience)
8067,Dynamic window approach
8068,Evolving intelligent system
8069,ULE scheduler
8070,Neats and scruffies
8071,Phantom structure
8072,Confirmatory composite analysis
8073,Telectroscope
8074,Real-time path planning
8075,Microsoft Holoportation
8076,Adobe Muse
8077,Zero-player game
8078,Vivint
8079,Soft Growing Robotics
8080,Voice Navigator
8081,The Terminator
8082,Soft-body dynamics
8083,Alloy (specification language)
8084,Clay Kaczmarek
8085,SIGMO
8086,Navlab
8087,Object removal
8088,Sword Art Online
8089,Right heart strain
8090,Frequent pattern discovery
8091,CRX10
8092,Whiteness (colorimetry)
8093,Methine group
8094,Semantic analysis (computational)
8095,Hammersley–Clifford theorem
8096,Laboratory Unit for Computer Assisted Surgery
8097,Radiology
8098,Alex Graves (computer scientist)
8099,Handling machine (The War of the Worlds)
8100,Cimon (robot)
8101,Point 783
8102,LowerUnits
8103,Virut
8104,The Fidelity Ultimate Chess Challenge
8105,National DNA Data Bank of Canada
8106,Transcription software
8107,SNAPI
8108,Smart lighting
8109,Sindoh
8110,Stacked with Daniel Negreanu
8111,Open Source Virtual Reality
8112,Snout Spout
8113,Embankment machine (The War of the Worlds)
8114,Armwrestling match of EAP robotic arm against human
8115,Almost Human (TV series)
8116,Mechanical television
8117,Aerobot
8118,Spectral G-index
8119,Mesh generation
8120,Distributed Language Translation
8121,Newell's algorithm
8122,Herbrand normal form
8123,RevoScaleR
8124,Rumman Chowdhury
8125,RFdump
8126,Blocking (computing)
8127,TAUM system
8128,Etherlords
8129,Physical icon
8130,CellProfiler
8131,Doki Doki Literature Club!
8132,Aphrodite IX
8133,Tree testing
8134,Robotic paradigm
8135,Ontology learning
8136,Immersion (virtual reality)
8137,DUAL (cognitive architecture)
8138,Image registration
8139,Focus assessed transthoracic echocardiography
8140,Time-activity curve
8141,Cityspace
8142,Lagrange polynomial
8143,Cognitive dissonance
8144,"I, Robot... You, Jane"
8145,Stereoscopic depth rendition
8146,Psion (company)
8147,Ultimate Card Games
8148,Ambient occlusion
8149,Metal Mickey
8150,SearchTeam
8151,DEC RADIX 50
8152,Jason X
8153,Controlled source electro-magnetic
8154,Immerse Learning
8155,Amaurote
8156,Controlled vocabulary
8157,Alternating multilinear map
8158,Memory-prediction framework
8159,Paper prototyping
8160,Math Images Project
8161,Digital Negative
8162,Tangible user interface
8163,Wikia Search
8164,RDP shop
8165,Progressive refinement
8166,Humanoid robot
8167,Laser guidance
8168,Microsoft Research Maps
8169,AVR Butterfly
8170,Archie (robot)
8171,Nuria Oliver
8172,Semantic web data space
8173,GNU Go
8174,Morgan's Wonderland
8175,Jumper (BEAM)
8176,Studierfenster
8177,Cyber Stadium Series—Base Wars
8178,Samer Hassan
8179,Open road tolling
8180,Bounding interval hierarchy
8181,Camera matrix
8182,Nomad 200
8183,Microsoft Fingerprint Reader
8184,Jewelpet
8185,Hyperconnectivity
8186,Language identification
8187,Scott Fahlman
8188,Qizx
8189,Innocent Venus
8190,European MALE RPAS
8191,Delete character
8192,Nitrile ylide
8193,Language technology
8194,Cognitive computer
8195,Manual handling of loads
8196,Polythematic structured-subject heading system
8197,Shooting Star (drone)
8198,Constraint satisfaction
8199,Resistance Database Initiative
8200,Jana Košecká
8201,Light pen
8202,Internet Video Coding
8203,Technovore
8204,Jaggies
8205,RoboTuna
8206,John E. Kelly III
8207,Cartesian genetic programming
8208,Pattern language
8209,Autonomous Rail Rapid Transit
8210,Red Whittaker
8211,Accord.NET
8212,Chibi-Robo! (video game)
8213,Common Logic
8214,Scooter (Gobots)
8215,Argo AI
8216,Imaging instruments
8217,Home automation for the elderly and disabled
8218,Actions on Google
8219,BulNet
8220,Karel Willemen
8221,Georges Matheron Lectureship
8222,Fuzzy logic
8223,Balanced clustering
8224,RS Media
8225,Game theory
8226,Quantitative Invisibility
8227,Eve (British TV series)
8228,Ishikawa diagram
8229,Textual entailment
8230,Input method
8231,African Great Lakes
8232,Semantic Web Services Language
8233,Change 21
8234,Angel F
8235,Oracle Data Mining
8236,Nagios
8237,Diagnostically acceptable irreversible compression
8238,Match report
8239,International Reference Alphabet
8240,Personality computing
8241,Ideal observer theory
8242,Three Laws of Robotics
8243,Robotino
8244,Three Regentesses of the Leprozenhuis of Amsterdam
8245,Cyberflora
8246,Google Street View
8247,JPEG-LS
8248,Sir Thomas More and Family
8249,Proper generalized decomposition
8250,Spin (novel)
8251,Coolroom
8252,Active vision
8253,Doxie
8254,Image rectification
8255,Baker's Game
8256,MiroSurge
8257,Lie algebroid
8258,Watchman camera
8259,Use of UAVs in law enforcement
8260,AlphaZero
8261,OpenVINO
8262,Pattern language (formal languages)
8263,.tiff
8264,Elastic map
8265,GNSS reflectometry
8266,Operation Time
8267,Structured prediction
8268,Internet Digital DIOS
8269,Profession (novella)
8270,Plugpoint
8271,Bidirectional transformation
8272,The Ebony Horse
8273,SameAs
8274,Windows Aero
8275,Larry Yaeger
8276,ELMo
8277,ICarbonX
8278,VisualAp
8279,Geometry pipelines
8280,Sammon mapping
8281,Metal Gear Acid 2
8282,Business rule management system
8283,Mark Coeckelbergh
8284,ADS-AC
8285,Spider (solitaire)
8286,NxtOSEK
8287,Chrominance
8288,Pragmatic mapping
8289,Sepp Hochreiter
8290,Elastic matching
8291,Nilotic languages
8292,Thomas S. Ray
8293,Scikit-image
8294,Multiple-document interface
8295,Plinian Core
8296,The Whispering Star
8297,Ontology merging
8298,Ken Perlin
8299,PlayStation Move
8300,Open Cobalt
8301,Nitroalkene
8302,Krang
8303,Danger Room
8304,SGOMS
8305,Bayesian network
8306,George Devol
8307,Xenogears
8308,Theodore Gray
8309,Smart Common Input Method
8310,RWTH ASR
8311,Level-set method
8312,Quantum Markov chain
8313,GraphiCon
8314,ObjectStore
8315,Isabelle Guyon
8316,Coupled pattern learner
8317,Norby
8318,IP500 Alliance
8319,Hit-testing
8320,Manna (novel)
8321,Horizon Zero Dawn
8322,NetWeaver Developer
8323,NETtalk (artificial neural network)
8324,Black balance
8325,Holographic principle
8326,Pastel (color)
8327,Artificial Intelligence for Digital Response
8328,Computer simulation
8329,Averaged one-dependence estimators
8330,Collider (statistics)
8331,Daniela L. Rus
8332,Drools
8333,Uncertainty theory
8334,WebP
8335,Eric Xing
8336,System on TPTP
8337,Ocrad
8338,Telesoft Technologies
8339,Color engraving
8340,Neuroelectrics
8341,Albert HUBO
8342,Abell 1413
8343,Zero-shot learning
8344,Composite Capability/Preference Profiles
8345,Lock screen
8346,Metadata Games
8347,Biomimetics
8348,Google Daydream
8349,3ality Technica
8350,Parametric equation
8351,Telehaptics
8352,FindFace
8353,Pachinko allocation
8354,Advanced chess
8355,Honey Select
8356,Phosphaalkene
8357,Multiview projection
8358,Backlink
8359,North American Computer Chess Championship
8360,Bioz
8361,Interactive voice response
8362,Bumblebee (Transformers)
8363,WordCrex
8364,KUKA Robot Language
8365,BEAM robotics
8366,Rapyuta
8367,CycloMedia
8368,QuickTime VR
8369,Metaio
8370,Polynomial interpolation
8371,Gogodala–Suki languages
8372,Kentaro Toyama
8373,Virtual Boy
8374,TOPIO Dio
8375,Wake-up robot problem
8376,Correlation clustering
8377,Multimodal search
8378,General video game playing
8379,Lake District
8380,FritzFrog
8381,Mandarax
8382,Smoothing group
8383,Cylon (Battlestar Galactica)
8384,Blade Runner 2049
8385,Sofie (surgical robot)
8386,I Dated a Robot
8387,Personal knowledge base
8388,Braigo
8389,ARGOS Challenge
8390,Distributional semantics
8391,Hypermedia
8392,Syman
8393,Electron holography
8394,Cultural consensus theory
8395,Pushmeet Kohli
8396,Composition of relations
8397,Graphic character
8398,Herbert A. Simon
8399,Norman Packard
8400,Agent Cheesecake
8401,OpenCyc
8402,Silyl ether
8403,The Dreamland Chronicles
8404,Fahiem Bacchus
8405,Ordered weighted averaging aggregation operator
8406,History of videotelephony
8407,Focus (computing)
8408,Automatic parking
8409,Ark Park
8410,Motor theory of speech perception
8411,Shepp–Logan phantom
8412,Interactive video compositing
8413,Nikolaos Mavridis
8414,Robot Dreams
8415,Film scanner
8416,International Journal of Humanoid Robotics
8417,Automated Imaging Association
8418,Great Andamanese languages
8419,ProGuard (software)
8420,Intelitek
8421,Diffbot
8422,JACK Intelligent Agents
8423,FingerWorks
8424,Forward Anywhere
8425,Forsyth–Edwards Notation
8426,AlphaGo versus Lee Sedol
8427,Andrei Knyazev (mathematician)
8428,Residual neural network
8429,Jerome H. Friedman
8430,Stardust@home
8431,Notification LED
8432,F.lux
8433,OmniPage
8434,Tequistlatecan languages
8435,Simple matching coefficient
8436,Alan Craig (researcher)
8437,Storyspace
8438,The Vindicator (film)
8439,ISocket
8440,Abell 569
8441,Empathy in online communities
8442,RXC J2211.7-0350
8443,Multiresolution analysis
8444,Cybathlon
8445,Geometry Expert
8446,Thrustmaster
8447,Morphing
8448,Freeplane
8449,SimHash
8450,Symbol level
8451,Control-Alt-Delete
8452,Jaime Levy
8453,Use of technology in treatment of mental disorders
8454,Perceptual-based 3D sound localization
8455,SERVO Magazine
8456,Gravis PC GamePad
8457,Sedric
8458,Blade Runner (franchise)
8459,Clause (logic)
8460,Bill Verplank
8461,Speech corpus
8462,Digital Angel
8463,Lightfastness
8464,ChatScript
8465,Christopher G. Atkeson
8466,Greg Nicotero
8467,Lego Chess
8468,IHuman (film)
8469,Haptik
8470,Chow–Liu tree
8471,Julia Hirschberg
8472,SPECS (speed camera)
8473,Implicit animation
8474,Beamly
8475,3D Print Canal House
8476,Feature (computer vision)
8477,Wyze Labs
8478,Meaning (philosophy)
8479,Emergentism
8480,Pascal Van Hentenryck
8481,Swish function
8482,AN/FLR-9
8483,Keyboard technology
8484,GENESIS (software)
8485,Neocognitron
8486,Judith Donath
8487,International Journal of Intelligent Information Technologies
8488,Digital image
8489,IBM 3270
8490,Nicholas J. Phillips
8491,Annual BCI Research Award
8492,Margin-infused relaxed algorithm
8493,Reading path
8494,Inclusive recreation
8495,Nondeterministic finite automaton
8496,Multi-agent system
8497,Juan Pavón
8498,TASBot
8499,Jaquet-Droz automata
8500,Semantic analysis (knowledge representation)
8501,Jef Raskin
8502,Mor Naaman
8503,Emacs pinky
8504,Simon Birrell
8505,Type 730 CIWS
8506,Trigram tagger
8507,3YOURMIND
8508,Thoth (operating system)
8509,Solo (1996 film)
8510,Clearview AI
8511,CMN-GOMS
8512,Brainiac (character)
8513,Vaimos
8514,ANSI escape code
8515,DeepSpeed
8516,Process Specification Language
8517,Bad Apple!!
8518,MOS Technology TED
8519,XLink
8520,Manipulability ellipsoid
8521,Kyosho
8522,Query-level feature
8523,Thesaurus
8524,Shadowmation
8525,S-mount (CCTV lens)
8526,Deterministic noise
8527,Region growing
8528,Sherry Turkle
8529,Health effects of 3D
8530,Helicon Focus
8531,HTTPRange-14
8532,Neuro-fuzzy
8533,Robear Berbils
8534,DECtalk
8535,Electronic viewfinder
8536,Bereitschaftspotential
8537,RealD 3D
8538,PowerFleet
8539,Thinning (morphology)
8540,Festival of International Virtual & Augmented Reality Stories
8541,Adrian Bowyer
8542,Recamán's sequence
8543,Tasseled cap transformation
8544,Console user interface
8545,BCODE
8546,Richard Greenblatt (programmer)
8547,Cherry 2000
8548,Minimum Information Required About a Glycomics Experiment (MIRAGE)
8549,Iobox
8550,Sonic user interface
8551,Teaching dimension
8552,COSFIRE
8553,Diagnostic medical sonography
8554,Multiple factor analysis
8555,Raptor (robot)
8556,Curve (tonality)
8557,Colorimeter (chemistry)
8558,Historical Thesaurus of English
8559,A Clockwork Origin
8560,Eating your own dog food
8561,Oscillation (mathematics)
8562,Mind–body dualism
8563,Geofoto
8564,Functionalism (philosophy of mind)
8565,Sony ARW 2.3
8566,Paragroup
8567,Android (film)
8568,VoiceXML
8569,The Emperor's New Mind
8570,Fan Hui
8571,HOCR
8572,Ed Chi
8573,Argument Interchange Format
8574,Samantha Payne
8575,War Robots
8576,John Henry Holland
8577,TruePic
8578,Saliency map
8579,Analog stick
8580,Internist-I
8581,Aminophosphine
8582,MACS J0416.1-2403
8583,Secondary color
8584,Prometheus Rising
8585,Watershed (image processing)
8586,RuleML
8587,Sulfinamide
8588,Victor Scheinman
8589,Statistical semantics
8590,Dvorak keyboard layout
8591,Rhetorical structure theory
8592,Developmental robotics
8593,Marc Miance
8594,Adobe Shockwave Player
8595,Don Norman
8596,Fairness (machine learning)
8597,Graseby
8598,Character-oriented terminal
8599,Robo Machines (comics)
8600,OpenCellID
8601,Laws of robotics
8602,Don Hopkins
8603,CMU Pronouncing Dictionary
8604,Choujinki Metalder
8605,Japon İşi
8606,Vector Markup Language
8607,Monte Carlo POMDP
8608,Intellitar
8609,VIVO (software)
8610,Selection (user interface)
8611,InsideAR
8612,Adaptable robotics
8613,Bernhard Nebel
8614,Grey
8615,Asterisk (PBX)
8616,Adversarial machine learning
8617,Rollo Carpenter
8618,Yamaha R-MAX
8619,Eudoxa
8620,The Machine's Child
8621,LeJOS
8622,Facial expression databases
8623,Agile usability engineering
8624,Timer
8625,General Internet Corpus of Russian
8626,Symbolic linguistic representation
8627,"Sir, You Are Being Hunted"
8628,Chinese room
8629,Armitage III
8630,Screen hotspot
8631,Statistical parsing
8632,Fitness approximation
8633,PC LOAD LETTER
8634,Shimizu Mega-City Pyramid
8635,Gale–Church alignment algorithm
8636,Modern Polaxis
8637,Evergage
8638,Microformat
8639,OpenRAVE
8640,SIMILE
8641,ChaSen
8642,Peter Stone (professor)
8643,Polynomial and rational function modeling
8644,Random indexing
8645,Center for Humane Technology
8646,Speech segmentation
8647,Linde–Buzo–Gray algorithm
8648,Stephanie Seneff
8649,Cougaar
8650,Surface computer
8651,Soft ergonomics
8652,Evi (software)
8653,Dominique Guinard
8654,Direct download link
8655,MTV Ray Tracer graphic file
8656,Unicycle cart
8657,Maban languages
8658,João Pavão Martins
8659,CIFAR-10
8660,Behavior selection algorithm
8661,Rudi Studer
8662,Primordia (video game)
8663,Bsoft
8664,Cognitive philology
8665,The Trouble with Being Born (film)
8666,Dilation (morphology)
8667,KUKA Robotics
8668,Roboboa
8669,ChessCube
8670,Landweber iteration
8671,Information extraction
8672,SGT STAR
8673,Soft robotics
8674,Kyle Reese
8675,Digital Picture Exchange
8676,Purian languages
8677,John Mallard
8678,MICAD
8679,Spaun (Semantic Pointer Architecture Unified Network)
8680,JAPE (linguistics)
8681,Pictometry
8682,Fast forward
8683,Automated theorem proving
8684,Collective intelligence
8685,Functional group
8686,Ideographic Research Group
8687,RFIQin
8688,Insteon (company)
8689,Deep learning
8690,Imagine (educational magazine)
8691,Sha Po Lang
8692,Fluent (artificial intelligence)
8693,Remote Control War
8694,Trenchard More
8695,Internet Low Bitrate Codec
8696,Supervised learning
8697,Video game localization
8698,Soft & Cuddly
8699,Bounding volume hierarchy
8700,Compressorhead
8701,Janet M. Baker
8702,Jaap van den Herik
8703,Experimental factor ontology
8704,Roget's Thesaurus
8705,ESign (India)
8706,Daemon (novel series)
8707,Immediate mode GUI
8708,Electronic Product Code
8709,Hangprinter
8710,Juergen Pirner
8711,Dense heterarchy
8712,Darcy DiNucci
8713,Internet chess server
8714,Uran-9
8715,Ynone
8716,Evolver (website)
8717,Nitrone
8718,Mark Pesce
8719,"Journal of Photogrammetry, Remote Sensing and Geoinformation Science"
8720,Slugbot
8721,KNIME
8722,"Law, Legislation and Liberty"
8723,Drone in a Box
8724,Drinking the Kool-Aid
8725,Useable
8726,European Home Systems Protocol
8727,Evaluation of machine translation
8728,3D projection
8729,Openpilot
8730,PS/2 port
8731,Real Programmer
8732,Frame problem
8733,T.51/ISO/IEC 6937
8734,Ontology for Biomedical Investigations
8735,India Stack
8736,Beamforming
8737,Nokia Fastlane
8738,Bogon filtering
8739,Elaine G. Toms
8740,Earl B. Hunt
8741,Delivery drone
8742,Flip Flap
8743,Nova 5
8744,Drizzle (image processing)
8745,Heat map
8746,Hyper-surveillance
8747,Hinokio
8748,Tracer (Marvel Comics)
8749,Sum of absolute transformed differences
8750,Wear OS
8751,Daniel J. Hulme
8752,Yuat languages
8753,VxWorks
8754,Infini-T Force
8755,Dynamic Graphics Project
8756,Iris recognition
8757,Sanja Fidler
8758,Stretch Screamers
8759,Aluminum polymer composite
8760,Yuman–Cochimí languages
8761,Henry Classification System
8762,Automatic vehicle tracking
8763,.pgm
8764,Richard Vaughan (robotics)
8765,ARGUS-IS
8766,InstaLoad
8767,Micro air vehicle
8768,Neato XV-11
8769,MATILDA
8770,Multilayer perceptron
8771,Video over cellular
8772,Chess Query Language
8773,Self-driving truck
8774,Simple interactive object extraction
8775,Swarm intelligence
8776,Cognitive engineering
8777,Reverso (language tools)
8778,Wonderland (2021 film)
8779,RobotFest
8780,Warpalizer
8781,Emotion Markup Language
8782,Smart device
8783,FireMonkey
8784,BlackBerry Storm 2
8785,E-textiles
8786,SEBAL
8787,Transference (video game)
8788,Gal's accurate tables
8789,Perfusion scanning
8790,Robot (Doctor Who)
8791,Semantic interpretation
8792,Comparison gallery of image scaling algorithms
8793,Complex system
8794,Tarski's World
8795,"Bijection, injection and surjection"
8796,Neville A. Stanton
8797,NTU RGB-D dataset
8798,Rudolf Kruse
8799,Hagit Hel-Or
8800,Game port
8801,AIML
8802,Verisign
8803,Switch access scanning
8804,Structured kNN
8805,Bristlebot
8806,Babak Hodjat
8807,Avizo (software)
8808,Quantum artificial life
8809,Quantificational variability effect
8810,Thioketene
8811,OSIP
8812,Sex robot
8813,MyRobots
8814,GO technologies
8815,Wir kaufen Seelen
8816,Nechako Lakes
8817,Handy Board
8818,Reciprocity (photography)
8819,Pragmatic web
8820,Documenting Hate
8821,Speech synthesis
8822,Western Neolithic ware
8823,Inverted pendulum
8824,Interaction
8825,Fish School Search
8826,Radvision
8827,Multi-focus image fusion
8828,DABUS
8829,Tristimulus colorimeter
8830,CT Gastrography
8831,Robotic non-destructive testing
8832,Indic computing
8833,Radio-controlled submarine
8834,MadeInGermany
8835,Grammar induction
8836,Automated restaurant
8837,.jng
8838,Association for the Advancement of Artificial Intelligence
8839,Android (robot)
8840,Apache Marmotta
8841,Planeta Bur
8842,Postmodernism Generator
8843,Inverse trigonometric functions
8844,Institute of Automation
8845,CALO
8846,Prusa i3
8847,Artificial empathy
8848,CNC riveting
8849,Sargon (chess)
8850,Collocation extraction
8851,Fitness function
8852,MRI Robot
8853,Wolfram Burgard
8854,Conversica
8855,Color
8856,The Hitchhiker's Guide to the Galaxy (film)
8857,XGBoost
8858,The 100 (TV series)
8859,Optical trackpad
8860,"Anil K. Jain (computer scientist, born 1948)"
8861,Sarah Connor (Terminator)
8862,Internet of vehicles
8863,Boštjan Burger
8864,Regularization perspectives on support-vector machines
8865,Radhika Nagpal
8866,Modified Morlet wavelet
8867,European Rover Challenge
8868,Scikit-multiflow
8869,Adaptive user interface
8870,Jacob O. Wobbrock
8871,Swarm robotics
8872,Noisy text analytics
8873,WALL-E (character)
8874,Ant colony optimization algorithms
8875,Cognitive ergonomics
8876,Skinput
8877,Morton Heilig
8878,MindRDR
8879,Abell 2163
8880,Exposure fusion
8881,Iterative Viterbi decoding
8882,Bundle adjustment
8883,Canon Cat
8884,Acyl chloride
8885,Oculus Rift
8886,Rawstudio
8887,Immersive virtual musical instrument
8888,Visual search engine
8889,Simple task-actor protocol
8890,Srizbi botnet
8891,360-degree video
8892,Nokia Lumia 510
8893,Subsequential limit
8894,5G
8895,Scientific community metaphor
8896,ChromaDepth
8897,Asher A. Friesem
8898,Quality control and genetic algorithms
8899,Agnotology
8900,Path dependence
8901,Ellen Tigh
8902,Figurative system of human knowledge
8903,LanguageWare
8904,Honda E series
8905,LOMAK
8906,National Coalition for Quality Diagnostic Imaging Services
8907,Hypertext fiction
8908,Video wall
8909,Timothy Lillicrap
8910,Tim Berners-Lee
8911,Statactivism
8912,Quell (wearable)
8913,Linear separability
8914,Nokia Lumia 820
8915,Jonathan Grudin
8916,Jean-Paul Laumond
8917,Post-WIMP
8918,Blendo
8919,Polymer sponge
8920,HUMANT (HUManoid ANT) algorithm
8921,Screencast
8922,Impinj
8923,Pointman (user interface)
8924,I. J. Good
8925,Zvonko Vranesic
8926,Supertoys Last All Summer Long
8927,Janeway Lambda one
8928,Tool for Ontology Development and Editing (TODE)
8929,Cheese (software)
8930,Presentation Manager
8931,Supinfocom
8932,Adaptive resonance theory
8933,Affinity mask
8934,Karishma Kaa Karishma
8935,Human-robot collaboration
8936,Time-of-flight camera
8937,Bʼaga languages
8938,Slicer (3D printing)
8939,Anthrobotics
8940,Methylene bridge
8941,Ant robotics
8942,Evolutionary art
8943,EM algorithm and GMM model
8944,Plausibility structure
8945,Quadratic unconstrained binary optimization
8946,Optogenetics
8947,Stent-electrode recording array
8948,Joe 90
8949,Puma.NET
8950,Physical neural network
8951,Brainiac 8
8952,The Cambridge Grammar of the English Language
8953,Six-bit character code
8954,Causal Markov condition
8955,Phase correlation
8956,GOLOG
8957,Land Remote-Sensing Commercialization Act of 1984
8958,Electroglottographic wavegram
8959,Johnny Mnemonic (film)
8960,Iterated function
8961,Predictive learning
8962,Thesaurus Linguae Graecae
8963,Henrik I. Christensen
8964,Determining the number of clusters in a data set
8965,Nokia C5-00
8966,The Mage's Tale
8967,Spatial navigation
8968,VSide
8969,Arthur Mutambara
8970,Transponder timing
8971,Phosphonite
8972,TN3270 Plus
8973,Image Cytometry Standard
8974,Face Animation Parameter
8975,Stellar Wind
8976,Mi-Fone (mobile)
8977,Computational cybernetics
8978,Thin client
8979,Quickprop
8980,Smart antenna
8981,Surveying and Spatial Sciences Institute
8982,EEBUS
8983,Metaverse
8984,Trackball
8985,MANOI PF01
8986,Nick Yee
8987,Cutter Expansive Classification
8988,Sulfur diimide
8989,Automatic hyperlinking
8990,Classic monolingual word-sense disambiguation
8991,Dangerous Things
8992,Android epistemology
8993,KO PROPO
8994,Social information processing
8995,Sayre's paradox
8996,AI Song Contest
8997,Monitoring and surveillance agents
8998,Supersampling
8999,Motion TIFF
9000,Cantabrian stelae
9001,Ernst Dickmanns
9002,Catherine Havasi
9003,OPTICS algorithm
9004,Cooling flow
9005,File viewer
9006,Long-term Predicted Excitation Coding
9007,Von Luschan's chromatic scale
9008,Ezequiel Di Paolo
9009,Robotic voice effects
9010,Lior Ron (business executive)
9011,Quantifier rank
9012,Faceted metadata
9013,LG Roboking
9014,Capacitive sensing
9015,Communication Service for the Deaf
9016,The Biosphere Rules
9017,Thermowell
9018,Unmanned Aircraft System Simulation
9019,Bernard Widrow
9020,Buchla Thunder
9021,Mathematical model
9022,Computer supported brainstorming
9023,Virtual assistant
9024,D*
9025,Bresenham's line algorithm
9026,Evolver (software)
9027,Motorola E770
9028,Stochastic semantic analysis
9029,David S. Touretzky
9030,Student Robotics
9031,Microsoft Robotics Developer Studio
9032,Features of Skype
9033,Restroom Access Act
9034,Digital paper
9035,Automated fingerprint identification
9036,PlayStation 3 accessories
9037,Sulfonic acid
9038,Partial least squares path modeling
9039,Spinner (Blade Runner)
9040,Autocatalytic set
9041,Mister Atom
9042,Cowboy Casino Interactive Poker
9043,Yu-Gi-Oh! Duel Links
9044,Partial least squares regression
9045,Redbird Flight Simulations
9046,Brain technology
9047,CyKey
9048,SciCrunch
9049,CellCognition
9050,Human height
9051,Sliced inverse regression
9052,RT middleware
9053,LIDA (cognitive architecture)
9054,Go Robot
9055,Strategy dynamics
9056,Jane (Ender's Game)
9057,Gate deities of the underworld
9058,Waymo
9059,Image restoration
9060,CLIPS
9061,Melanie Mitchell
9062,Opportunistic reasoning
9063,Terminator 2 (computer game)
9064,Color solid
9065,T-distributed stochastic neighbor embedding
9066,Akbot
9067,Flat design
9068,Structured light
9069,Epoxide
9070,Temein languages
9071,Query by humming
9072,Geometry processing
9073,Tomographic reconstruction
9074,Marvin (robot)
9075,"Dynomutt, Dog Wonder"
9076,The Singularity (film)
9077,Robocon India
9078,Francesca Rossi
9079,Luis M. Rocha
9080,Xuedong Huang
9081,GLOH
9082,Mark Guzdial
9083,Error level analysis
9084,Paperless office
9085,Joseph A. Konstan
9086,Glove One
9087,Confabulation (neural networks)
9088,IEEE Transactions on Pattern Analysis and Machine Intelligence
9089,Solarroller
9090,DC One Million
9091,Holmes & Yoyo
9092,Progress indicator
9093,Post-tech
9094,Frank DeFreitas
9095,Barcode Scanner (application)
9096,Point feature matching
9097,5G NR
9098,Vocal range
9099,Sulfone
9100,PowerA
9101,Smartrac
9102,Hubert Dreyfus's views on artificial intelligence
9103,Underactuation
9104,DFA minimization
9105,Child's Play (2019 film)
